node,node,weight
河东浴室,美术学院楼,2
河西浴室,莲花路警卫室,10
校医院,本科生公寓3号楼,8
莲花路警卫室,虹梅路警卫室,9
河西浴室,学生资助管理中心,6
河东食堂,足球场,6
紫竹广场,研究生公寓3号楼,8
心理健康教育与咨询中心,青年教师公寓,1
校园警卫室,心理健康教育与咨询中心,3
崇真书院,生物实验楼,8
柳长桥,篮球场,5
第四教学楼,田径场,8
美术学院楼,图书馆逸夫楼,3
化学实验楼,心理健康教育与咨询中心,5
青年教师公寓,丽娃湖,10
申云轩餐厅,马克思主义学院楼,1
第一教学楼,银之春西餐厅,9
图书馆逸夫楼,崇真书院,6
学生活动中心,科技处,10
体育健康楼,心理与认知科学学院楼,9
信息楼,地理馆,5
校园警卫室,生物实验楼,4
物理信息楼,资产管理处,6
田径场,丽虹桥,10
体育健康楼,商学院楼,10
秋林阁,人文学院楼,3
综合体育馆,国际教育中心,6
梅陇井,商学院楼,4
综合体育馆,数统楼,9
地理馆,美术学院楼,2
排球场,学生活动中心,4
河口海岸大楼,群贤堂,10
申云轩餐厅,校园警卫室,1
第一教学楼,团委,4
化学实验楼,团委,2
本科生公寓2号楼,信息化办公室,5
音乐学院楼,研究生公寓1号楼,6
本科生公寓6号楼,校医院,8
法学院楼,学校办公室,7
计算机中心,实验B楼,8
中北校区大门,河西食堂,3
思群堂,本科生公寓6号楼,9
计算机中心,审计处,3
足球场,科技处,10
秋林阁,法商楼,6
西操场,田径场,3
排球场,丽虹桥,3
翔华书店,丽虹桥,4
档案馆,足球场,5
第一教学楼,心理健康教育与咨询中心,1
思群堂,国际教育中心,8
心理与认知科学学院楼,学术交流中心,2
实验B楼,华闵餐厅,5
桃李园广场,河东食堂,5
信息楼,学校办公室,7
思群堂,统计学院楼,9
外语学院楼,共青场,6
国际教育中心,人文学院楼,2
校史馆,实验A楼,3
学生资助管理中心,团委,4
音乐学院楼,学校办公室,7
东操场,虹梅路警卫室,1
排球场,校园警卫室,4
华闵餐厅,思群堂,3
百花园餐厅,青年教师公寓,6
资产管理处,河西食堂,4
实验A楼,审计处,8
河东食堂,实验教学中心,3
研究生公寓3号楼,共青场,6
紫竹广场,法学院楼,3
教育学部楼,实验A楼,1
闵行校区大门,体育健康楼,4
法商楼,研究生公寓3号楼,2
柳长桥,丽娃食堂,2
第四教学楼,银之春西餐厅,10
化学实验楼,银之春西餐厅,10
闵行图书馆,梅陇井,3
田径场,秋实阁,1
外语学院楼,物理楼,1
实验A楼,本科生公寓6号楼,10
百花园餐厅,莲花路警卫室,4
心中书社,体育健康楼,5
银之春西餐厅,百花园餐厅,9
研究生公寓1号楼,紫竹广场,3
河东食堂,本科生公寓4号楼,2
国际教育中心,丽娃湖,8
翔华书店,本科生公寓3号楼,7
东操场,生命科学学院楼,6
申云轩餐厅,田径场,7
第一教学楼,群贤堂,2
学术交流中心,紫竹广场,9
生物实验楼,地理馆,7
商学院楼,思群堂,9
梅陇井,数统楼,5
丽娃食堂,体育健康楼,4
研究生公寓3号楼,马克思主义学院楼,6
东操场,图书馆逸夫楼,6
第三教学楼,丽娃浴室,5
信息化办公室,秋实阁,2
虹梅路警卫室,丽娃河,2
莲花路警卫室,排球场,3
学生资助管理中心,研究生公寓1号楼,10
足球场,河口海岸大楼,1
翔华书店,本科生公寓2号楼,4
体育健康楼,后勤保障部,9
校医院,人文学院楼,4
学生活动中心,心理与认知科学学院楼,3
排球场,第一教学楼,7
心理健康教育与咨询中心,本科生公寓6号楼,1
群贤堂,综合体育馆,2
学校办公室,丽娃湖,3
物理信息楼,统计学院楼,3
第一教学楼,共青场,1
研究生公寓1号楼,秋实阁,1
崇真书院,桃李园广场,10
心中书社,虹梅路警卫室,5
河西浴室,体育健康楼,7
生命科学学院楼,本科生公寓3号楼,3
校史馆,河口海岸大楼,6
人事处,学校办公室,7
河西浴室,实验B楼,4
学生活动中心,学生资助管理中心,5
国际教育中心,实验A楼,2
学术交流中心,校医院,7
青年教师公寓,本科生公寓2号楼,6
足球场,第二教学楼,6
河口海岸大楼,篮球场,9
研究生公寓2号楼,梅陇井,2
研究生公寓3号楼,翔华书店,4
河西浴室,人文学院楼,4
东操场,数统楼,6
地理馆,百花园餐厅,4
校园警卫室,本科生公寓1号楼,10
河东食堂,统计学院楼,2
本科生公寓2号楼,东操场,9
计算机中心,研究生公寓4号楼,10
第一教学楼,秋实阁,6
莲花路警卫室,行政楼,10
SPF实验动物中心,信息化办公室,2
法学院楼,丽娃食堂,3
田径场,学术交流中心,1
信息化办公室,物理信息楼,10
审计处,基建处,7
统计学院楼,崇真书院,7
心理与认知科学学院楼,物理楼,2
生物实验楼,实验B楼,3
SPF实验动物中心,中北校区大门,4
丽娃湖,外语学院楼,2
第二教学楼,信息楼,2
本科生公寓5号楼,第三教学楼,8
SPF实验动物中心,学术交流中心,3
桃李园广场,排球场,8
虹梅路警卫室,学生资助管理中心,7
心理与认知科学学院楼,足球场,9
研究生公寓2号楼,青年教师公寓,5
河东浴室,教育学部楼,5
第四教学楼,本科生公寓1号楼,5
档案馆,研究生公寓2号楼,5
信息楼,法学院楼,5
河口海岸大楼,学术交流中心,3
物理楼,闵行图书馆,7
虹梅路警卫室,第一教学楼,9
中北校区大门,校史馆,6
本科生公寓4号楼,计算机中心,6
学生活动中心,研究生公寓2号楼,10
音乐学院楼,本科生公寓3号楼,7
审计处,研究生公寓4号楼,7
秋实阁,申云轩餐厅,7
学生资助管理中心,音乐学院楼,6
校医院,梅陇井,10
丽娃浴室,闵行校区大门,1
本科生公寓1号楼,柳长桥,3
柳长桥,图书馆逸夫楼,7
东操场,学生活动中心,7
生物实验楼,丽娃食堂,10
法商楼,申云轩餐厅,3
篮球场,丽娃河,1
生命科学学院楼,校园警卫室,4
本科生公寓1号楼,实验A楼,9
丽虹桥,莲花路警卫室,8
华闵餐厅,丽娃浴室,2
计算机中心,实验A楼,6
华闵餐厅,本科生公寓1号楼,7
SPF实验动物中心,本科生公寓5号楼,4
第四教学楼,河东食堂,8
行政楼,青年教师公寓,10
虹梅路警卫室,丽虹桥,3
数统楼,青年教师公寓,10
人文学院楼,翔华书店,8
研究生公寓2号楼,丽娃食堂,8
中北校区大门,生物实验楼,9
实验教学中心,桃李园广场,1
第一教学楼,莲花路警卫室,10
校史馆,本科生公寓3号楼,7
图书馆逸夫楼,本科生公寓6号楼,5
丽娃浴室,东操场,3
本科生公寓3号楼,实验教学中心,3
审计处,校园警卫室,4
审计处,数统楼,8
统计学院楼,本科生公寓3号楼,7
河口海岸大楼,研究生公寓2号楼,7
外语学院楼,秋实阁,1
闵行校区大门,第四教学楼,3
科技处,法商楼,4
河东浴室,资产管理处,7
地理馆,信息化办公室,9
校史馆,西操场,8
柳长桥,游泳馆,6
综合体育馆,本科生公寓2号楼,1
本科生公寓2号楼,第一教学楼,8
排球场,东操场,4
桃李园广场,SPF实验动物中心,2
足球场,共青场,10
河东食堂,篮球场,8
研究生公寓4号楼,心中书社,3
学生资助管理中心,秋林阁,3
桃李园广场,河东浴室,1
计算机中心,河东食堂,3
商学院楼,后勤保障部,9
丽娃湖,第一教学楼,10
桃李园广场,人文学院楼,4
西操场,丽娃浴室,5
基建处,东操场,5
审计处,心理与认知科学学院楼,1
学生活动中心,河西浴室,6
华闵餐厅,综合体育馆,3
西操场,群贤堂,7
银之春西餐厅,审计处,5
数统楼,实验B楼,8
研究生公寓1号楼,青年教师公寓,4
档案馆,图书馆逸夫楼,5
桃李园广场,研究生公寓2号楼,10
丽娃湖,教育学部楼,7
后勤保障部,审计处,6
丽娃食堂,篮球场,3
信息化办公室,行政楼,3
本科生公寓4号楼,本科生公寓1号楼,8
丽娃食堂,音乐学院楼,5
篮球场,外语学院楼,3
音乐学院楼,马克思主义学院楼,3
教育学部楼,校史馆,7
研究生公寓2号楼,百花园餐厅,7
国际教育中心,校园警卫室,10
第一教学楼,计算机中心,4
研究生公寓3号楼,梅陇井,8
申云轩餐厅,科技处,4
研究生公寓1号楼,综合体育馆,5
崇真书院,研究生公寓1号楼,4
丽娃浴室,生物实验楼,9
生命科学学院楼,学术交流中心,5
教育学部楼,心理与认知科学学院楼,5
心中书社,生命科学学院楼,6
生物实验楼,青年教师公寓,10
生命科学学院楼,外语学院楼,6
柳长桥,数统楼,5
百花园餐厅,图书馆逸夫楼,1
综合体育馆,团委,5
商学院楼,研究生公寓2号楼,9
物理信息楼,生命科学学院楼,4
商学院楼,河西食堂,2
校园警卫室,河东食堂,9
申云轩餐厅,中北校区大门,3
中北校区大门,共青场,6
排球场,图书馆逸夫楼,1
中北校区大门,排球场,8
资产管理处,丽娃食堂,7
国际教育中心,研究生公寓4号楼,4
体育健康楼,思群堂,6
第四教学楼,团委,9
心理与认知科学学院楼,生命科学学院楼,1
外语学院楼,团委,4
外语学院楼,丽娃河,2
生命科学学院楼,图书馆逸夫楼,6
计算机中心,体育健康楼,9
中北校区大门,马克思主义学院楼,10
实验B楼,中北校区大门,5
东操场,生物实验楼,9
审计处,外语学院楼,7
图书馆逸夫楼,足球场,5
心理健康教育与咨询中心,体育健康楼,6
共青场,河东食堂,8
科技处,团委,7
足球场,第一教学楼,10
美术学院楼,田径场,9
法商楼,统计学院楼,5
综合体育馆,申云轩餐厅,8
虹梅路警卫室,人文学院楼,5
研究生公寓4号楼,SPF实验动物中心,4
河东浴室,秋林阁,2
地理馆,资产管理处,8
物理楼,思群堂,1
本科生公寓1号楼,思群堂,9
第一教学楼,校园警卫室,3
闵行图书馆,图书馆逸夫楼,4
心理健康教育与咨询中心,共青场,6
科技处,第三教学楼,8
化学实验楼,丽娃湖,10
学校办公室,中北校区大门,5
桃李园广场,地理馆,5
统计学院楼,百花园餐厅,6
排球场,银之春西餐厅,10
秋实阁,丽虹桥,3
SPF实验动物中心,心中书社,8
心中书社,数统楼,7
马克思主义学院楼,本科生公寓6号楼,8
音乐学院楼,研究生公寓3号楼,6
第二教学楼,本科生公寓1号楼,10
第一教学楼,马克思主义学院楼,2
信息楼,田径场,10
实验教学中心,学校办公室,1
河东浴室,信息化办公室,7
百花园餐厅,丽虹桥,6
秋林阁,游泳馆,3
研究生公寓3号楼,丽娃湖,8
后勤保障部,华闵餐厅,10
群贤堂,研究生公寓2号楼,4
物理信息楼,音乐学院楼,7
立体停车库,西操场,4
校医院,排球场,4
商学院楼,中北校区大门,9
丽娃湖,百花园餐厅,5
第二教学楼,计算机中心,3
第三教学楼,秋实阁,8
柳长桥,行政楼,9
校医院,共青场,7
心理健康教育与咨询中心,实验A楼,9
实验B楼,基建处,6
丽娃浴室,心中书社,5
梅陇井,SPF实验动物中心,2
计算机中心,实验教学中心,3
紫竹广场,化学实验楼,10
思群堂,河口海岸大楼,10
银之春西餐厅,青年教师公寓,5
生物实验楼,思群堂,2
本科生公寓6号楼,丽娃浴室,2
桃李园广场,体育健康楼,5
国际教育中心,信息化办公室,1
研究生公寓2号楼,银之春西餐厅,2
本科生公寓5号楼,本科生公寓3号楼,2
本科生公寓3号楼,莲花路警卫室,1
信息化办公室,本科生公寓6号楼,1
信息楼,后勤保障部,9
银之春西餐厅,地理馆,3
田径场,思群堂,9
中北校区大门,河口海岸大楼,8
丽娃河,立体停车库,6
SPF实验动物中心,校园警卫室,7
立体停车库,心理健康教育与咨询中心,2
学生资助管理中心,地理馆,6
丽娃湖,物理楼,7
中北校区大门,信息化办公室,8
第四教学楼,河口海岸大楼,7
柳长桥,后勤保障部,10
基建处,图书馆逸夫楼,6
教育学部楼,心理健康教育与咨询中心,10
实验教学中心,商学院楼,9
音乐学院楼,商学院楼,2
地理馆,研究生公寓4号楼,5
人文学院楼,百花园餐厅,9
物理信息楼,后勤保障部,4
生命科学学院楼,虹梅路警卫室,10
群贤堂,本科生公寓2号楼,2
心中书社,河西食堂,1
丽娃食堂,闵行校区大门,3
教育学部楼,学校办公室,10
外语学院楼,体育健康楼,5
秋林阁,崇真书院,3
中北校区大门,研究生公寓3号楼,6
第三教学楼,校医院,6
学生资助管理中心,丽虹桥,10
本科生公寓2号楼,审计处,7
本科生公寓4号楼,中北校区大门,9
科技处,学术交流中心,6
信息化办公室,法商楼,9
基建处,教育学部楼,5
学校办公室,共青场,6
丽娃河,校园警卫室,3
青年教师公寓,科技处,9
第二教学楼,河东食堂,9
丽娃浴室,研究生公寓4号楼,5
校医院,审计处,3
校医院,音乐学院楼,5
田径场,排球场,3
计算机中心,基建处,1
生命科学学院楼,第二教学楼,1
东操场,中北校区大门,2
丽娃河,本科生公寓3号楼,7
物理信息楼,银之春西餐厅,8
资产管理处,实验教学中心,4
校医院,研究生公寓2号楼,4
河西浴室,河东食堂,4
法商楼,莲花路警卫室,8
河东食堂,信息楼,10
柳长桥,研究生公寓2号楼,2
基建处,研究生公寓3号楼,3
第四教学楼,科技处,2
SPF实验动物中心,生命科学学院楼,7
足球场,国际教育中心,3
本科生公寓2号楼,基建处,9
计算机中心,游泳馆,4
翔华书店,河西浴室,10
资产管理处,心中书社,5
丽娃湖,中北校区大门,5
第三教学楼,心理与认知科学学院楼,10
思群堂,计算机中心,6
梅陇井,心理健康教育与咨询中心,9
资产管理处,计算机中心,5
排球场,计算机中心,5
人文学院楼,柳长桥,5
法商楼,实验A楼,8
生物实验楼,SPF实验动物中心,6
游泳馆,音乐学院楼,1
梅陇井,第二教学楼,4
商学院楼,河东浴室,8
实验教学中心,地理馆,10
研究生公寓4号楼,紫竹广场,7
翔华书店,柳长桥,5
生物实验楼,资产管理处,4
学校办公室,研究生公寓4号楼,8
SPF实验动物中心,丽娃食堂,10
共青场,虹梅路警卫室,5
物理楼,心理健康教育与咨询中心,3
生物实验楼,河东食堂,8
SPF实验动物中心,化学实验楼,1
研究生公寓3号楼,柳长桥,4
足球场,生物实验楼,2
青年教师公寓,学生资助管理中心,1
研究生公寓4号楼,学生资助管理中心,1
本科生公寓5号楼,综合体育馆,6
共青场,图书馆逸夫楼,1
丽娃湖,群贤堂,3
法商楼,人文学院楼,1
统计学院楼,河西食堂,7
物理楼,华闵餐厅,2
排球场,本科生公寓4号楼,8
实验A楼,心理与认知科学学院楼,9
实验教学中心,学术交流中心,2
人事处,研究生公寓4号楼,7
人文学院楼,中北校区大门,1
人文学院楼,崇真书院,6
实验A楼,第一教学楼,8
资产管理处,申云轩餐厅,2
心理健康教育与咨询中心,桃李园广场,5
商学院楼,心理健康教育与咨询中心,2
排球场,丽娃河,7
研究生公寓4号楼,学术交流中心,4
莲花路警卫室,资产管理处,5
物理信息楼,数统楼,1
群贤堂,物理信息楼,3
学生活动中心,篮球场,3
桃李园广场,丽虹桥,5
物理楼,第三教学楼,10
百花园餐厅,研究生公寓4号楼,3
柳长桥,本科生公寓6号楼,1
校医院,莲花路警卫室,10
信息楼,生物实验楼,7
人文学院楼,SPF实验动物中心,9
校医院,青年教师公寓,6
统计学院楼,校医院,3
百花园餐厅,第三教学楼,1
实验教学中心,后勤保障部,8
丽娃湖,桃李园广场,3
丽娃浴室,学生资助管理中心,5
国际教育中心,图书馆逸夫楼,10
第三教学楼,思群堂,8
丽娃浴室,群贤堂,9
梅陇井,百花园餐厅,6
实验B楼,研究生公寓4号楼,7
资产管理处,外语学院楼,7
马克思主义学院楼,河西食堂,8
本科生公寓4号楼,生物实验楼,3
校医院,人事处,8
本科生公寓5号楼,学生资助管理中心,1
田径场,档案馆,10
莲花路警卫室,思群堂,9
数统楼,中北校区大门,4
游泳馆,实验A楼,2
科技处,音乐学院楼,8
东操场,河西浴室,3
桃李园广场,校园警卫室,2
申云轩餐厅,群贤堂,4
计算机中心,莲花路警卫室,7
实验B楼,法商楼,10
商学院楼,崇真书院,6
柳长桥,心理与认知科学学院楼,7
华闵餐厅,崇真书院,10
教育学部楼,综合体育馆,6
华闵餐厅,地理馆,1
丽娃河,心理与认知科学学院楼,9
虹梅路警卫室,体育健康楼,10
排球场,翔华书店,2
教育学部楼,丽娃河,3
心理健康教育与咨询中心,足球场,1
心中书社,化学实验楼,8
丽虹桥,人文学院楼,7
物理信息楼,本科生公寓6号楼,5
第一教学楼,地理馆,10
游泳馆,足球场,9
闵行图书馆,足球场,5
资产管理处,银之春西餐厅,5
研究生公寓1号楼,体育健康楼,2
百花园餐厅,外语学院楼,4
本科生公寓3号楼,信息楼,4
河东食堂,档案馆,8
审计处,青年教师公寓,6
计算机中心,丽娃河,1
河东食堂,东操场,7
本科生公寓4号楼,丽虹桥,4
第四教学楼,桃李园广场,1
闵行图书馆,综合体育馆,9
实验B楼,生命科学学院楼,10
篮球场,本科生公寓2号楼,2
国际教育中心,地理馆,2
本科生公寓5号楼,立体停车库,9
本科生公寓6号楼,华闵餐厅,3
第四教学楼,中北校区大门,4
排球场,信息楼,1
化学实验楼,河东浴室,8
体育健康楼,本科生公寓4号楼,2
数统楼,生物实验楼,6
研究生公寓4号楼,研究生公寓2号楼,4
综合体育馆,生物实验楼,2
丽虹桥,研究生公寓4号楼,1
田径场,河东食堂,2
河口海岸大楼,华闵餐厅,7
法学院楼,化学实验楼,2
体育健康楼,紫竹广场,8
信息化办公室,科技处,4
河西食堂,足球场,7
地理馆,柳长桥,8
外语学院楼,信息楼,8
银之春西餐厅,立体停车库,8
行政楼,音乐学院楼,6
本科生公寓4号楼,河东浴室,1
立体停车库,美术学院楼,1
实验教学中心,研究生公寓4号楼,2
共青场,美术学院楼,6
学生资助管理中心,河东食堂,4
桃李园广场,本科生公寓1号楼,1
立体停车库,SPF实验动物中心,7
美术学院楼,第三教学楼,10
综合体育馆,人事处,8
华闵餐厅,心理健康教育与咨询中心,4
本科生公寓3号楼,国际教育中心,10
共青场,人文学院楼,1
河东食堂,本科生公寓2号楼,9
游泳馆,共青场,6
实验B楼,心理与认知科学学院楼,5
人事处,美术学院楼,5
桃李园广场,群贤堂,5
物理信息楼,学术交流中心,4
丽娃食堂,群贤堂,8
马克思主义学院楼,法学院楼,10
综合体育馆,崇真书院,1
统计学院楼,法学院楼,6
人文学院楼,研究生公寓3号楼,3
第四教学楼,化学实验楼,3
研究生公寓3号楼,研究生公寓4号楼,6
闵行校区大门,本科生公寓3号楼,6
心中书社,地理馆,1
综合体育馆,研究生公寓4号楼,2
学生资助管理中心,柳长桥,2
资产管理处,图书馆逸夫楼,1
SPF实验动物中心,法学院楼,8
排球场,青年教师公寓,4
虹梅路警卫室,篮球场,6
法学院楼,校医院,3
丽娃浴室,梅陇井,4
研究生公寓4号楼,闵行校区大门,9
商学院楼,东操场,4
统计学院楼,篮球场,9
本科生公寓1号楼,物理信息楼,1
SPF实验动物中心,校医院,1
外语学院楼,地理馆,6
丽娃食堂,校史馆,5
河西食堂,丽娃浴室,6
闵行校区大门,丽虹桥,4
第四教学楼,校医院,5
综合体育馆,篮球场,4
崇真书院,音乐学院楼,10
研究生公寓2号楼,团委,2
信息化办公室,东操场,10
物理信息楼,丽娃浴室,5
共青场,学生资助管理中心,9
丽娃河,丽娃湖,2
申云轩餐厅,教育学部楼,2
崇真书院,校园警卫室,9
统计学院楼,国际教育中心,9
化学实验楼,第三教学楼,1
研究生公寓2号楼,资产管理处,10
基建处,统计学院楼,10
学术交流中心,百花园餐厅,10
SPF实验动物中心,西操场,7
物理楼,档案馆,1
本科生公寓6号楼,篮球场,10
